P450 symbol,Protein name,Gene ID,Uniprot ID,EC number,Species,Species classification,Txid,Subcellular location
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP85A1,Cytochrome P450 85A1 (BdCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (Castasterone synthase) (EC 1.14.14.-) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),100837653,I1GQE7,1.14.14.-,Brachypodium distachyon (Purple false brome) (Trachynia distachya),Plant,15368,
CYP2D25,Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25),397687,O46658,1.14.14.24,Sus scrofa (Pig),Animal,9823,
CYP2D25,Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25),397687,O46658,1.14.14.24,Sus scrofa (Pig),Animal,9823,
CYP2D25,Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25),397687,O46658,1.14.14.24,Sus scrofa (Pig),Animal,9823,
CYP2D25,Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25),397687,O46658,1.14.14.24,Sus scrofa (Pig),Animal,9823,
CYP2D25,Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25),397687,O46658,1.14.14.24,Sus scrofa (Pig),Animal,9823,
CYP2D25,Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25),397687,O46658,1.14.14.24,Sus scrofa (Pig),Animal,9823,
CYP76B9,Lauric acid 10-hydroxylase (EC 1.14.14.-) (Capric acid 12-hydroxylase) (EC 1.14.14.-) (Cytochrome P450 76B9),,Q14T82,1.14.14.-,Petunia hybrida (Petunia),Plant,4102,
CYP76B9,Lauric acid 10-hydroxylase (EC 1.14.14.-) (Capric acid 12-hydroxylase) (EC 1.14.14.-) (Cytochrome P450 76B9),,Q14T82,1.14.14.-,Petunia hybrida (Petunia),Plant,4102,
CYP76B9,Lauric acid 10-hydroxylase (EC 1.14.14.-) (Capric acid 12-hydroxylase) (EC 1.14.14.-) (Cytochrome P450 76B9),,Q14T82,1.14.14.-,Petunia hybrida (Petunia),Plant,4102,
CYP74,Divinyl ether synthase CYP74 (AsDES) (Colneleate synthase) (EC 4.2.1.121) (Etheroleic acid synthase CYP74) (EC 4.2.1.183),,Q2WE96,4.2.1.121; 4.2.1.183,Allium sativum (Garlic),Plant,4682,
CYP74,Divinyl ether synthase CYP74 (AsDES) (Colneleate synthase) (EC 4.2.1.121) (Etheroleic acid synthase CYP74) (EC 4.2.1.183),,Q2WE96,4.2.1.121; 4.2.1.183,Allium sativum (Garlic),Plant,4682,
CYP74,Divinyl ether synthase CYP74 (AsDES) (Colneleate synthase) (EC 4.2.1.121) (Etheroleic acid synthase CYP74) (EC 4.2.1.183),,Q2WE96,4.2.1.121; 4.2.1.183,Allium sativum (Garlic),Plant,4682,
CYP74,Divinyl ether synthase CYP74 (AsDES) (Colneleate synthase) (EC 4.2.1.121) (Etheroleic acid synthase CYP74) (EC 4.2.1.183),,Q2WE96,4.2.1.121; 4.2.1.183,Allium sativum (Garlic),Plant,4682,
ppoA,"Psi-producing oxygenase A (Fatty acid oxygenase ppoA) [Includes: Linoleate 8R-lipoxygenase (EC 1.13.11.60); 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase (EC 5.4.4.5)]",,Q6RET3,1.13.11.60; 5.4.4.5,Emericella nidulans (Aspergillus nidulans),Microorganism,162425,
ppoA,"Psi-producing oxygenase A (Fatty acid oxygenase ppoA) [Includes: Linoleate 8R-lipoxygenase (EC 1.13.11.60); 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase (EC 5.4.4.5)]",,Q6RET3,1.13.11.60; 5.4.4.5,Emericella nidulans (Aspergillus nidulans),Microorganism,162425,
Cyp26b1,Cytochrome P450 26B1 (EC 1.14.13.-) (Cytochrome P450 retinoic acid-inactivating 2) (Cytochrome P450RAI-2),232174,Q811W2,1.14.13.-,Mus musculus (Mouse),Animal,10090,
Cyp26b1,Cytochrome P450 26B1 (EC 1.14.13.-) (Cytochrome P450 retinoic acid-inactivating 2) (Cytochrome P450RAI-2),232174,Q811W2,1.14.13.-,Mus musculus (Mouse),Animal,10090,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP85A1,Cytochrome P450 85A1 (OsCYP85A1) (3-dehydroteasterone synthase) (EC 1.14.14.-) (C6-oxidase) (Protein DWARF) (OsDWARF) (Teasterone synthase) (EC 1.14.14.-) (Typhasterol synthase) (EC 1.14.14.-),,Q8GSQ1,1.14.14.-,Oryza sativa subsp. japonica (Rice),Plant,39947,
CYP302A1,"Cytochrome P450 302a1, mitochondrial (EC 1.14.15.44) (Protein disembodied)",45282,Q9NGX9,1.14.15.44,Drosophila melanogaster (Fruit fly),Animal,7227,
CYP89A9,Cytochrome P450 89A9 (EC 1.14.14.-),821250,Q9SRQ1,1.14.14.-,Arabidopsis thaliana (Mouse-ear cress),Plant,3702,
,"Linoleate diol synthase (LDS) (Linoleate (8R)-dioxygenase) (Linoleate 8-dioxygenase) [Includes: Linoleate 8R-lipoxygenase (EC 1.13.11.60); 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase (EC 5.4.4.6)]",,Q9UUS2,1.13.11.60; 5.4.4.6,Gaeumannomyces graminis (Turf grass take-all root rot fungus) (Rhaphidophora graminis),Microorganism,29850,
,"Linoleate diol synthase (LDS) (Linoleate (8R)-dioxygenase) (Linoleate 8-dioxygenase) [Includes: Linoleate 8R-lipoxygenase (EC 1.13.11.60); 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase (EC 5.4.4.6)]",,Q9UUS2,1.13.11.60; 5.4.4.6,Gaeumannomyces graminis (Turf grass take-all root rot fungus) (Rhaphidophora graminis),Microorganism,29850,
Cyp315a1,"Cytochrome P450 315a1, mitochondrial (EC 1.14.15.-) (CYPCCCXVA1) (Protein shadow)",44858,Q9VGH1,1.14.15.-,Drosophila melanogaster (Fruit fly),Animal,7227,
Cyp315a1,"Cytochrome P450 315a1, mitochondrial (EC 1.14.15.-) (CYPCCCXVA1) (Protein shadow)",44858,Q9VGH1,1.14.15.-,Drosophila melanogaster (Fruit fly),Animal,7227,
Cyp306a1,Cytochrome P450 306a1 (CYPCCCVIA1) (EC 1.14.15.-) (Protein phantom) (Dmphm),32857,Q9VWR5,1.14.15.-,Drosophila melanogaster (Fruit fly),Animal,7227,
CLM2,Cytochrome P450 monooxygenase CLM2 (EC 1.-.-.-) (Culmorin biosynthesis protein 2),,A0A098D1J7,1.-.-.-,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Microorganism,229533,
CYP50918A1,Mitochondrial hydroperoxide bicyclase CYP50918A1 (EC 4.2.1.-) (Cytochrome P450 50918A1),,A0A0G4IRM5,4.2.1.-,Plasmodiophora brassicae (Clubroot disease agent),Microorganism,37360,
CYP50918A1,Mitochondrial hydroperoxide bicyclase CYP50918A1 (EC 4.2.1.-) (Cytochrome P450 50918A1),,A0A0G4IRM5,4.2.1.-,Plasmodiophora brassicae (Clubroot disease agent),Microorganism,37360,
CYP726A27,"Cytochrome P450 726A27 (ElCYP726A27) (4,5,8-trihydroxycasbene synthase) (EC 1.14.14.-) (4,8-dihydroxycasbene synthase) (EC 1.14.14.-) (4-hydroxycasbene synthase) (EC 1.14.14.-)",,A0A161GJD5,1.14.14.-,Euphorbia lathyris (Caper spurge),Plant,212925,
CYP726A27,"Cytochrome P450 726A27 (ElCYP726A27) (4,5,8-trihydroxycasbene synthase) (EC 1.14.14.-) (4,8-dihydroxycasbene synthase) (EC 1.14.14.-) (4-hydroxycasbene synthase) (EC 1.14.14.-)",,A0A161GJD5,1.14.14.-,Euphorbia lathyris (Caper spurge),Plant,212925,
CYP726A27,"Cytochrome P450 726A27 (ElCYP726A27) (4,5,8-trihydroxycasbene synthase) (EC 1.14.14.-) (4,8-dihydroxycasbene synthase) (EC 1.14.14.-) (4-hydroxycasbene synthase) (EC 1.14.14.-)",,A0A161GJD5,1.14.14.-,Euphorbia lathyris (Caper spurge),Plant,212925,
CYP71D445,"Cytochrome P450 71D445 (ElCYP71D445) (4,5,8-trihydroxycasbene synthase) (EC 1.14.14.-) (4,8-dihydroxycasbene synthase) (EC 1.14.14.-) (8-hydroxycasbene synthase) (EC 1.14.14.-)",,A0A165U5Z9,1.14.14.-,Euphorbia lathyris (Caper spurge),Plant,212925,
CYP71D445,"Cytochrome P450 71D445 (ElCYP71D445) (4,5,8-trihydroxycasbene synthase) (EC 1.14.14.-) (4,8-dihydroxycasbene synthase) (EC 1.14.14.-) (8-hydroxycasbene synthase) (EC 1.14.14.-)",,A0A165U5Z9,1.14.14.-,Euphorbia lathyris (Caper spurge),Plant,212925,
CYP71D445,"Cytochrome P450 71D445 (ElCYP71D445) (4,5,8-trihydroxycasbene synthase) (EC 1.14.14.-) (4,8-dihydroxycasbene synthase) (EC 1.14.14.-) (8-hydroxycasbene synthase) (EC 1.14.14.-)",,A0A165U5Z9,1.14.14.-,Euphorbia lathyris (Caper spurge),Plant,212925,
CYP5164B1,Epoxyalcohol synthase CYP5164B1 (EsEAS) (EC 4.2.1.-) (Cytochrome P450 5164B1),,A0A1L3HS58,4.2.1.-,Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),Plant,2880,
CYP5164B1,Epoxyalcohol synthase CYP5164B1 (EsEAS) (EC 4.2.1.-) (Cytochrome P450 5164B1),,A0A1L3HS58,4.2.1.-,Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),Plant,2880,
otaC,Cytochrome P450 monooxygenase otaC (EC 1.14.14.-) (Ochratoxin A biosynthesis cluster protein C),,A0A1R3RGJ7,1.14.14.-,Aspergillus carbonarius (strain ITEM 5010),Microorganism,602072,
eriI,Cytochrome P450 monooxyhenase eriI (EC 1.-.-.-) (Erinacine biosynthesis cluster protein IA),,A0A1V0QSE9,1.-.-.-,Hericium erinaceus (Lion's mane mushroom) (Hydnum erinaceus),Microorganism,91752,
okaG,Cytochrome P450 monooxygenase okaG (EC 1.14.14.-) (Okaramines biosynthesis cluster protein G),,A0A2Z5U3C2,1.14.14.-,Penicillium ochrochloron,Microorganism,69780,
okaD,Cytochrome P450 monooxygenase okaD (EC 1.14.99.-) (Okaramines biosynthesis cluster protein D),,A0A2Z5U6I9,1.14.99.-,Penicillium ochrochloron,Microorganism,69780,
dabD,N-geranyl-L-glutamate oxidase (EC 1.14.14.-) (Domoic acid biosynthesis cluster protein D) (PmDabD),,A0A386KZI3,1.14.14.-,Pseudo-nitzschia multiseries (Marine planktonic diatom) (Nitzschia pungens f. multiseries),Microorganism,37319,
dabD,N-geranyl-L-glutamate oxidase (EC 1.14.14.-) (Domoic acid biosynthesis cluster protein D) (PmDabD),,A0A386KZI3,1.14.14.-,Pseudo-nitzschia multiseries (Marine planktonic diatom) (Nitzschia pungens f. multiseries),Microorganism,37319,
dabD,N-geranyl-L-glutamate oxidase (EC 1.14.14.-) (Domoic acid biosynthesis cluster protein D) (PmDabD),,A0A386KZI3,1.14.14.-,Pseudo-nitzschia multiseries (Marine planktonic diatom) (Nitzschia pungens f. multiseries),Microorganism,37319,
astA aspA,Cytochrome P450 monooxygenase astA (EC 1.-.-.-) (Asperterpenoid biosynthesis cluster protein A),,A0A3Q9FEJ4,1.-.-.-,Talaromyces wortmannii (Penicillium wortmannii),Microorganism,28567,
astB aspB,Cytochrome P450 monooxygenase astB (EC 1.-.-.-) (Asperterpenoid biosynthesis cluster protein B),,A0A3S9NM20,1.-.-.-,Talaromyces wortmannii (Penicillium wortmannii),Microorganism,28567,
astB aspB,Cytochrome P450 monooxygenase astB (EC 1.-.-.-) (Asperterpenoid biosynthesis cluster protein B),,A0A3S9NM20,1.-.-.-,Talaromyces wortmannii (Penicillium wortmannii),Microorganism,28567,
iccC,Cytochrome P450 monooxygenase iccC (EC 1.-.-.-) (Ilicicolin H biosynthesis cluster protein C),,A0A482NAF7,1.-.-.-,Talaromyces variabilis (Penicillium variabile),Microorganism,28576,
peniB,Cytochrome P450 monooxygenase peniB (EC 1.-.-.-) (Penifulvin A biosynthesis cluster protein B),,A0A516F411,1.-.-.-,Penicillium patulum (Penicillium griseofulvum),Microorganism,5078,
atr2,Cytochrome P450 monooxygenase atr2 (EC 1.-.-.-) (Atranorin biosynthesis cluster protein 2),,A0A8F4SN83,1.-.-.-,Stereocaulon alpinum (Alpine snow lichen) (Stereocaulon paschale var. alpinum),Microorganism,350623,
atr2,Cytochrome P450 monooxygenase atr2 (EC 1.-.-.-) (Atranorin biosynthesis cluster protein 2),,A0A8F4SN83,1.-.-.-,Stereocaulon alpinum (Alpine snow lichen) (Stereocaulon paschale var. alpinum),Microorganism,350623,
atr2,Cytochrome P450 monooxygenase atr2 (EC 1.-.-.-) (Atranorin biosynthesis cluster protein 2),,A0A8F4SN83,1.-.-.-,Stereocaulon alpinum (Alpine snow lichen) (Stereocaulon paschale var. alpinum),Microorganism,350623,
atr2,Cytochrome P450 monooxygenase atr2 (EC 1.-.-.-) (Atranorin biosynthesis cluster protein 2),,A0A8F4SN83,1.-.-.-,Stereocaulon alpinum (Alpine snow lichen) (Stereocaulon paschale var. alpinum),Microorganism,350623,
AS,Alstonine synthase (AsAS) (EC 1.14.19.-) (Cytochrome P450 AS),,A0A9E7LUJ4,1.14.19.-,Alstonia scholaris (Dogbane) (Echites scholaris),Plant,52822,
CYP76AD94,Cytochrome P450 monooxygenase 76AD94 (LwCYP76AD94) (EC 1.14.-.-) (Cytochrome P450 monooxygenase 76AD-1) (LwCYP76AD-1),,A0AA51VJB7,1.14.-.-,Lophophora williamsii (Peyote) (Echinocactus williamsii),Plant,130138,
CYP716A378,Beta-amyrin 28-monooxygenase CYP716A378 (EC 1.14.14.126) (Cytochrome P450 716A378) (SoCYP716A378),,A0AAW1NEA3,1.14.14.126,Saponaria officinalis (Common soapwort) (Lychnis saponaria),Plant,3572,
NfP450,Sesterfisheric acid synthase (EC 1.-.-.-) (Cytochrome P450 monooxygenase NfP450) (Sesterfisheric acid biosynthesis cluster protein NfP450),4584612,A1DN29,1.-.-.-,Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus),Microorganism,331117,
CYP82E3,Nicotine N-demethylase CYP82E3 (NND) (EC 1.14.14.-) (Cytochrome P450 82E3) (NtomCYP82E3),104103346,A1YJE2,1.14.14.-,Nicotiana tomentosiformis (Tobacco),Plant,4098,
CYP82E4,Nicotine N-demethylase CYP82E4 (NND) (EC 1.14.14.-) (Cytochrome P450 82E4) (NtomCYP82E4),104103347,A1YJE3,1.14.14.-,Nicotiana tomentosiformis (Tobacco),Plant,4098,
otaC,Cytochrome P450 monooxygenase otaC (EC 1.14.14.-) (Ochratoxin biosynthesis cluster protein 3) (Ochratoxin biosynthesis cluster protein C),4988391,A2R6G9,1.14.14.-,Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),Microorganism,425011,
sphH,Cytochrome P450 monooxygenase sphH (EC 1.-.-.-) (Sphingofungin biosynthesis cluster protein H),,B0XZV0,1.-.-.-,Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata),Microorganism,451804,
CYP71AZ1,5-OH-xanthotoxin synthase (EC 1.14.14.-) (Cytochrome P450 CYP71AZ1),,D2CGS0,1.14.14.-,Ammi majus (Bishop's weed),Plant,48026,
GAO,Germacrene A hydroxylase (EC 1.14.14.95) (Germacrene A oxidase) (HaGAO),,D5JBX0,1.14.14.95,Helianthus annuus (Common sunflower),Plant,4232,
gsfF,Cytochrome P450 monooxygenase gsfF (EC 1.-.-.-) (Griseofulvin synthesis protein F),,D7PI20,1.-.-.-,Penicillium aethiopicum,Microorganism,36650,
